InchiKey,original_smiles,logS,diff_percent,new_logS,smiles
ALDJIKXAHSDLLB-UHFFFAOYSA-N,['Clc1ccc(c(c1)c1cccc(c1Cl)Cl)Cl'],[-6.4699998],0.0,-6.4699998,Clc1ccc(c(c1)c1cccc(c1Cl)Cl)Cl
ALDSXDRDRWDASQ-UHFFFAOYSA-N,['OC(=O)Cc1cccc(c1)C(=O)c1ccccc1'],[-2.76367752],0.0,-2.763677516,OC(=O)Cc1cccc(c1)C(=O)c1ccccc1
ALEXXDVDDISNDU-UHFFFAOYSA-N,"['CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C'
 'CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C']",[-4.45770262 -4.3000002 ],3.6,-4.378851412,CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C
ALFGKMXHOUSVAD-UHFFFAOYSA-N,['CCC(=O)C1(CCN(CC1)C)c1cccc(c1)O'],[-0.47363756],0.0,-0.473637562,CCC(=O)C1(CCN(CC1)C)c1cccc(c1)O
ALFSJNBVYSQVGG-UHFFFAOYSA-N,['OCC(COc1ccc(cc1)C(=O)CC)O'],[-1.71727562],0.0,-1.717275616,OCC(COc1ccc(cc1)C(=O)CC)O
ALKYHXVLJMQRLQ-UHFFFAOYSA-N,['OC(=O)c1cc2ccccc2cc1O'],[-2.59870815],0.0,-2.598708148,OC(=O)c1cc2ccccc2cc1O
ALMHSXDYCFOZQD-UHFFFAOYSA-N,['CC(=O)Nc1cccc(c1)C'],[-2.0899999],0.0,-2.0899999,CC(=O)Nc1cccc(c1)C
ALODHPFRWSUBCD-UHFFFAOYSA-N,['C#CCNC(=O)OCC(C(CC)C)(COC(=O)N)C'],[-2.94475428],0.0,-2.944754278,C#CCNC(=O)OCC(C(CC)C)(COC(=O)N)C
ALYNCZNDIQEVRV-UHFFFAOYSA-N,['OC(=O)c1ccc(cc1)N'],[-0.40000001],0.0,-0.40000001,OC(=O)c1ccc(cc1)N
AMDBBAQNWSUWGN-UHFFFAOYSA-N,['OCCN(c1c(I)c(C(=O)NCC(CO)O)c(c(c1I)C(=O)NCC(CO)O)I)C(=O)CO'],[-3.8447296],0.0,-3.844729604,OCCN(c1c(I)c(C(=O)NCC(CO)O)c(c(c1I)C(=O)NCC(CO)O)I)C(=O)CO
AMEKQAFGQBKLKX-UHFFFAOYSA-N,['O=C(C1=C(C)OCCS1(=O)=O)Nc1ccccc1'],[-2.4300001],0.0,-2.4300001,O=C(C1=C(C)OCCS1(=O)=O)Nc1ccccc1
AMHZCJNIRZHOAJ-UHFFFAOYSA-N,['Cc1nc(Nc2ccccc2)nc(n1)N'],[-2.75347085],0.0,-2.753470849,Cc1nc(Nc2ccccc2)nc(n1)N
AMNIUADSZBSURC-UHFFFAOYSA-N,['C1CCN2C(C1)CCC(=C2)c1ccccc1'],[-3.3666704],0.0,-3.366670403,C1CCN2C(C1)CCC(=C2)c1ccccc1
AMOPBNMABDFREG-UHFFFAOYSA-N,['Nc1ccc2c(c1)nc1c(c2N)cccc1'],[-3.40002462],0.0,-3.400024616,Nc1ccc2c(c1)nc1c(c2N)cccc1
AMORDSNWJXKHMV-UHFFFAOYSA-N,['CCN(CCn1c2ccccc2[nH]c(=O)c2c1cccc2)CC'],[-5.77788884],0.0,-5.777888841,CCN(CCn1c2ccccc2[nH]c(=O)c2c1cccc2)CC
AMQJEAYHLZJPGS-UHFFFAOYSA-N,['CCCCCO'],[-0.60000002],0.0,-0.60000002,CCCCCO
AMQSYJCKXPUEDR-UHFFFAOYSA-N,['Clc1ccc2c(c1)ccc(=O)o2'],[-2.35905942],0.0,-2.359059416,Clc1ccc2c(c1)ccc(=O)o2
AMRQXHFXNZFDCH-UHFFFAOYSA-N,['CCNC(=O)[C@@H](OC(=O)Nc1ccccc1)C'],[-1.83],0.0,-1.83,CCNC(=O)[C@@H](OC(=O)Nc1ccccc1)C
AMTPYFGPPVFBBI-UHFFFAOYSA-N,['CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)C'],[-3.57625694],0.0,-3.576256936,CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)C
AMVODTGMYSRMNP-UHFFFAOYSA-N,['O=CC1=C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2[C@H](O)C[C@]2([C@H]1CC[C@]2(C)O)C'],[-3.47154772],0.0,-3.471547723,O=CC1=C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2[C@H](O)C[C@]2([C@H]1CC[C@]2(C)O)C
AMVPMAPIOLCPIE-UHFFFAOYSA-N,['COc1cccc(c1)NC(=O)CN1CCCCC1'],[-3.32609458],0.0,-3.326094581,COc1cccc(c1)NC(=O)CN1CCCCC1
AMVYOVYGIJXTQB-UHFFFAOYSA-N,['COc1ccc(cc1)Oc1ccc(cc1)NC(=O)N(C)C'],[-4.1599998],0.0,-4.1599998,COc1ccc(cc1)Oc1ccc(cc1)NC(=O)N(C)C
AMZPPCYQXDTKCJ-UHFFFAOYSA-N,['CCOC(=O)N(CC(Cl)C)CC(Cl)C'],[-3.81003527],0.0,-3.81003527,CCOC(=O)N(CC(Cl)C)CC(Cl)C
ANIAQSUBRGXWLS-UHFFFAOYSA-N,['CC[P@@](=S)(OCC)Oc1cc(Cl)c(cc1Cl)Cl'],[-5.75],0.0,-5.75,CC[P@@](=S)(OCC)Oc1cc(Cl)c(cc1Cl)Cl
ANJROQCDRGDKMV-UHFFFAOYSA-N,['OCC(CSc1ccccc1)O'],[-1.38175316],0.0,-1.381753156,OCC(CSc1ccccc1)O
ANJTVLIZGCUXLD-UHFFFAOYSA-N,['O=c1cccc2n1C[C@@H]1CNC[C@H]2C1'],[0.36000001],0.0,0.36000001,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1
ANZIOUQAFBXNHU-UHFFFAOYSA-N,['NC(=NNc1ccc(cc1)/N=N/C(=S)N)N'],[-1.98187059],0.0,-1.98187059,NC(=NNc1ccc(cc1)/N=N/C(=S)N)N
AOFMKIDPLZIMSQ-UHFFFAOYSA-N,['CC(=O)Nc1ccc2c(c1)nc1c(c2)cccc1'],[-4.10624421],0.0,-4.106244205,CC(=O)Nc1ccc2c(c1)nc1c(c2)cccc1
AOGCEVPCIJMAPG-UHFFFAOYSA-N,['O=c1ccc2c(c1)[nH]c1c(c2)cccc1'],[-3.57956339],0.0,-3.579563392,O=c1ccc2c(c1)[nH]c1c(c2)cccc1
AOGQPLXWSUTHQB-UHFFFAOYSA-N,['CCCCCCOC(=O)C'],[-2.46],0.0,-2.46,CCCCCCOC(=O)C
AOHWZLNRXYUCPR-UHFFFAOYSA-N,['CC(OC(=O)c1ccccc1)CN1CCCCC1C'],[-3.27736833],0.0,-3.277368327,CC(OC(=O)c1ccccc1)CN1CCCCC1C
AOJJSUZBOXZQNB-UHFFFAOYSA-N,"['OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC'
 'OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC']",[-3.76748441 -3.76673659],0.02,-3.7671105005000003,OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC
AOMUHOFOVNGZAN-UHFFFAOYSA-N,['CCCCCCCCCCCC(=O)N(CCO)CCO'],[-3.10444481],0.0,-3.104444809,CCCCCCCCCCCC(=O)N(CCO)CCO
AOPDRZXCEAKHHW-UHFFFAOYSA-N,['CCCCCOCCCCC'],[-3.76871987],0.0,-3.768719873,CCCCCOCCCCC
AOZOQYULWUHLSQ-UHFFFAOYSA-N,['CCOP(=O)(OP(=O)(N(C)C)N(C)C)OCC'],[-1.06352629],0.0,-1.063526289,CCOP(=O)(OP(=O)(N(C)C)N(C)C)OCC
APALRPYIDIBHQN-UHFFFAOYSA-N,['OCC1(CC1)c1ccccc1'],[-1.75924315],0.0,-1.75924315,OCC1(CC1)c1ccccc1
APBVLLORZMAWKI-UHFFFAOYSA-N,['NC(=O)C1c2ccccc2CCc2c1cccc2'],[-4.63802922],0.0,-4.638029222,NC(=O)C1c2ccccc2CCc2c1cccc2
APDNCRBSYUOIKC-UHFFFAOYSA-N,['CCn1cnc2c1[nH]cnc2=S'],[-1.2953539],0.0,-1.295353895,CCn1cnc2c1[nH]cnc2=S
APEJMQOBVMLION-UHFFFAOYSA-N,['NC(=O)/C=C/c1ccccc1'],[-1.4966671],0.0,-1.496667103,NC(=O)/C=C/c1ccccc1
APIXMWJMJACVBU-UHFFFAOYSA-N,['C#CC(NC(=O)/C=C/c1cc(OC)c(c(c1)OC)OC)(C)C'],[-3.01806246],0.0,-3.018062463,C#CC(NC(=O)/C=C/c1cc(OC)c(c(c1)OC)OC)(C)C
APJYDQYYACXCRM-UHFFFAOYSA-N,['NCCc1c[nH]c2c1cccc2'],[-0.6860712],0.0,-0.686071203,NCCc1c[nH]c2c1cccc2
APKFDSVGJQXUKY-UHFFFAOYSA-N,['O[C@@H]1CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@H]([C@@H](O2)C[C@H](/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]([C@H]([C@H]([C@@H](OC(=O)C[C@@H](C1)O)C)C)O)C)O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@@H]1O)N)O)C(=O)O'],[-3.09065348],0.0,-3.090653477,O[C@@H]1CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@H]([C@@H](O2)C[C@H](/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]([C@H]([C@H]([C@@H](OC(=O)C[C@@H](C1)O)C)C)O)C)O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@@H]1O)N)O)C(=O)O
APOAEUBPCAZTDV-UHFFFAOYSA-N,['CC(NC(=O)/C=C/c1ccc(o1)[N+](=O)[O-])C'],[-2.56704884],0.0,-2.567048835,CC(NC(=O)/C=C/c1ccc(o1)[N+](=O)[O-])C
APQSQLNWAIULLK-UHFFFAOYSA-N,['Cc1ccc(c2c1cccc2)C'],[-4.1399999],0.0,-4.1399999,Cc1ccc(c2c1cccc2)C
APSMUYYLXZULMS-UHFFFAOYSA-N,['Brc1ccc2c(c1)cccc2'],[-4.4000001],0.0,-4.4000001,Brc1ccc2c(c1)cccc2
APTGJECXMIKIET-UHFFFAOYSA-N,['CCCCCCC(=O)O[C@@]1(C#C)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12'],[-7.70119476],0.0,-7.701194763,CCCCCCC(=O)O[C@@]1(C#C)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12
APUYIVHTTCCVMF-UHFFFAOYSA-N,['Brc1ccc2c(c1)oc(n2)N'],[-2.72638893],0.0,-2.726388931,Brc1ccc2c(c1)oc(n2)N
APYAPSPMAOAUDX-UHFFFAOYSA-N,['CCCCOc1ccc(cc1C)CC(=O)NO'],[-3.0852613],0.0,-3.085261297,CCCCOc1ccc(cc1C)CC(=O)NO
APZVCLYXVHJXNZ-UHFFFAOYSA-N,['CCC1CNC(=O)OC21CCN(CC2)CCCC(=O)c1ccc(cc1)F'],[-4.01393501],0.0,-4.013935008,CCC1CNC(=O)OC21CCN(CC2)CCCC(=O)c1ccc(cc1)F
AQAWTFCMNPKTDA-UHFFFAOYSA-N,['CCCC(C(=O)Nc1ncccn1)CCC'],[-3.13014542],0.0,-3.130145416,CCCC(C(=O)Nc1ncccn1)CCC
AQCHWTWZEMGIFD-UHFFFAOYSA-N,"['CC1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N'
 'C[C@H]1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N']",[-3.78296438 -3.78      ],0.08,-3.7814821895,CC1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N
AQDHMDFRPGSAQA-UHFFFAOYSA-N,['CCC(=O)N1C2CCC1CN(C2)CC#Cc1ccccc1'],[-3.21279858],0.0,-3.212798581,CCC(=O)N1C2CCC1CN(C2)CC#Cc1ccccc1
AQGSZYZZVTYOMQ-UHFFFAOYSA-N,['CCCC(C(=O)C)C(=O)C'],[-0.88],0.0,-0.88,CCCC(C(=O)C)C(=O)C
AQHHHDLHHXJYJD-UHFFFAOYSA-N,['OC(COc1cccc2c1cccc2)CNC(C)C\t'],[-3.49],0.0,-3.49,OC(COc1cccc2c1cccc2)CNC(C)C	
AQIXAKUUQRKLND-UHFFFAOYSA-N,['N#C/N=C(/NCCSCc1nc[nH]c1C)\\NC'],[-1.35],0.0,-1.35,N#C/N=C(/NCCSCc1nc[nH]c1C)\NC
AQIXEPGDORPWBJ-UHFFFAOYSA-N,['CCC(CC)O'],[-0.23999999],0.0,-0.23999999,CCC(CC)O
AQNQQHJNRPDOQV-UHFFFAOYSA-N,['BrC1CCCCC1'],[-2.3],0.0,-2.3,BrC1CCCCC1
ARCZSDSOONGBRX-UHFFFAOYSA-N,['[O-][N+](=O)NC'],[1.11887223],0.0,1.118872229,[O-][N+](=O)NC
ARFHIAQFJWUCFH-UHFFFAOYSA-N,['CC1CS(=O)(=O)CCN1/N=C/c1ccc(o1)[N+](=O)[O-]'],[-1.82414565],0.0,-1.824145653,CC1CS(=O)(=O)CCN1/N=C/c1ccc(o1)[N+](=O)[O-]
ARHWPKZXBHOEEE-UHFFFAOYSA-N,['C=CCOc1ccc(cc1Cl)CC(=O)O\t'],[-3.13],0.0,-3.13,C=CCOc1ccc(cc1Cl)CC(=O)O	
ARJLAWSLOIDWQW-UHFFFAOYSA-N,['OCCNc1ccc(cc1C(=O)N)Cl'],[-1.84275535],0.0,-1.842755345,OCCNc1ccc(cc1C(=O)N)Cl
ARPYQKTVRGFPIS-UHFFFAOYSA-N,['OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(cc1)F)C'],[-3.90503382],0.0,-3.905033823,OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(cc1)F)C
ARSRBNBHOADGJU-UHFFFAOYSA-N,['Cc1c2ccc3c(c2c(c2c1cccc2)C)cccc3'],[-7.02],0.0,-7.02,Cc1c2ccc3c(c2c(c2c1cccc2)C)cccc3
ASKZGJDEXADJKD-UHFFFAOYSA-N,['O=C(CCc1ccccc1)OCCCN1CCCCC1C'],[-4.17822583],0.0,-4.178225825,O=C(CCc1ccccc1)OCCCN1CCCCC1C
ASLNITXQJFGECM-UHFFFAOYSA-N,['BrC1CC(C)(C)N(C(C1)(C)C)C'],[-2.4300324],0.0,-2.430032404,BrC1CC(C)(C)N(C(C1)(C)C)C
ASQZBIDTYBYRLK-UHFFFAOYSA-N,['Oc1ccc(cc1)C(=O)OCCCN1CCCCC1C'],[-3.01980423],0.0,-3.019804234,Oc1ccc(cc1)C(=O)OCCCN1CCCCC1C
ASSKVPFEZFQQNQ-UHFFFAOYSA-N,['O=c1oc2c([nH]1)cccc2'],[-1.17832109],0.0,-1.178321093,O=c1oc2c([nH]1)cccc2
ASVDRLYVNFOSCI-UHFFFAOYSA-N,['Cc1cc2c(c3c1cccc3)ccc1c2cccc1'],[-6.5700002],0.0,-6.5700002,Cc1cc2c(c3c1cccc3)ccc1c2cccc1
ASWVTGNCAZCNNR-UHFFFAOYSA-N,['Nc1ccc(cc1)S(=O)(=O)Nc1nc(C)cc(n1)C'],[-2.27],0.0,-2.27,Nc1ccc(cc1)S(=O)(=O)Nc1nc(C)cc(n1)C
ASXBYYWOLISCLQ-UHFFFAOYSA-N,['OC[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H]([C@H]([C@@H]3N=C(N)N)O)N=C(N)N)O[C@H]([C@]2(O)CO)C)[C@H]([C@@H]([C@H]1O)O)NC'],[0.23388769],0.0,0.233887686,OC[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H]([C@H]([C@@H]3N=C(N)N)O)N=C(N)N)O[C@H]([C@]2(O)CO)C)[C@H]([C@@H]([C@H]1O)O)NC
ATAJVFBUUIBIEO-UHFFFAOYSA-N,['Oc1ccc(c2c1CCC2)Cl'],[-2.97722166],0.0,-2.977221657,Oc1ccc(c2c1CCC2)Cl
ATCGDUNXIDLZOF-UHFFFAOYSA-N,['CCCCC(COC(=O)N)(COC(=O)NCC=C)C'],[-3.5653012],0.0,-3.565301198,CCCCC(COC(=O)N)(COC(=O)NCC=C)C
ATCGGEJZONJOCL-UHFFFAOYSA-N,['Clc1ccc(c(c1)c1nc(N)nc(n1)N)Cl'],[-2.75076319],0.0,-2.750763189,Clc1ccc(c(c1)c1nc(N)nc(n1)N)Cl
ATEFPOUAMCWAQS-UHFFFAOYSA-N,['O=c1ccc2c(o1)c(O)c(cc2)O'],[-1.61609003],0.0,-1.616090034,O=c1ccc2c(o1)c(O)c(cc2)O
ATFNSNUJZOYXFC-UHFFFAOYSA-N,['O=C1[C@@H]2O[C@@H]2C(=O)C(=C1O)C'],[-2.54519949],0.0,-2.545199487,O=C1[C@@H]2O[C@@H]2C(=O)C(=C1O)C
ATHGHQPFGPMSJY-UHFFFAOYSA-N,['NCCCNCCCCN'],[0.83788386],0.0,0.837883859,NCCCNCCCCN
ATHNPVQWHCXXBZ-UHFFFAOYSA-N,['CCCCC(COC(=O)N)(COC(=O)NC)CC'],[-3.17498166],0.0,-3.17498166,CCCCC(COC(=O)N)(COC(=O)NC)CC
ATJFNCBLTADTPP-UHFFFAOYSA-N,['CCCNC(=O)OCC(COC(=O)N)(CC)CC'],[-3.17498166],0.0,-3.17498166,CCCNC(=O)OCC(COC(=O)N)(CC)CC
ATLJNLYIJOCWJE-UHFFFAOYSA-N,['O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@]31O[C@@H]3C[C@@H]2c1ccc(=O)oc1)C)C'],[-4.19716874],0.0,-4.197168745,O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@]31O[C@@H]3C[C@@H]2c1ccc(=O)oc1)C)C
ATROHALUCMTWTB-UHFFFAOYSA-N,['CCOP(=S)(O/N=C(/c1ccccc1)\\C#N)OCC'],[-4.8600001],0.0,-4.8600001,CCOP(=S)(O/N=C(/c1ccccc1)\C#N)OCC
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,['CCC'],[-1.9400001],0.0,-1.9400001,CCC
AUDJIMCCPSCDGO-UHFFFAOYSA-N,['CC1CCCCN1CCCOCc1ccccc1'],[-3.69007672],0.0,-3.690076718,CC1CCCCN1CCCOCc1ccccc1
AUEJBFDAJLTUHB-UHFFFAOYSA-N,['CCCCCCCCCCCNCCSS(=O)(=O)O'],[-3.37951329],0.0,-3.379513291,CCCCCCCCCCCNCCSS(=O)(=O)O
AUEOTIKUFDLLHS-UHFFFAOYSA-N,['NCCCCCCF'],[-0.56433095],0.0,-0.564330952,NCCCCCCF
AUFSOOYCQYDGES-UHFFFAOYSA-N,['CNCC(c1ccccc1)C'],[-1.09469526],0.0,-1.094695264,CNCC(c1ccccc1)C
AUGNBQPSMWGAJE-UHFFFAOYSA-N,['Clc1ccc(c(c1Cl)Cl)c1cccc(c1Cl)Cl'],[-7.0500002],0.0,-7.0500002,Clc1ccc(c(c1Cl)Cl)c1cccc(c1Cl)Cl
AUHOMZNEERYDEN-UHFFFAOYSA-N,['CN1C2CCC1CN(C2)C(=O)/C=C/c1ccccc1'],[-2.61295161],0.0,-2.61295161,CN1C2CCC1CN(C2)C(=O)/C=C/c1ccccc1
AUHZEENZYGFFBQ-UHFFFAOYSA-N,['Cc1cc(C)cc(c1)C'],[-3.4000001],0.0,-3.4000001,Cc1cc(C)cc(c1)C
AUJBYHKZNPPODV-UHFFFAOYSA-N,['C/C=C(\\C(=O)NC(=O)N)/CCCC'],[-2.78826031],0.0,-2.788260313,C/C=C(\C(=O)NC(=O)N)/CCCC
AUJXJFHANFIVKH-UHFFFAOYSA-N,['COC(=O)/C=C/c1ccc(c(c1)OC)O'],[-2.17237981],0.0,-2.172379806,COC(=O)/C=C/c1ccc(c(c1)OC)O
AUKRYONWZHRJRE-UHFFFAOYSA-N,['Oc1c2ccccc2cc2c1cccc2'],[-4.73],0.0,-4.73,Oc1c2ccccc2cc2c1cccc2
AULKDLUOQCUNOK-UHFFFAOYSA-N,['OC(=O)c1cc(Cl)c(c(c1)Cl)O'],[-2.42222117],0.0,-2.422221171,OC(=O)c1cc(Cl)c(c(c1)Cl)O
AUNGANRZJHBGPY-UHFFFAOYSA-N,"['OC[C@@H]([C@@H]([C@@H](Cn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C)O)O)O'
 'OC[C@H]([C@H]([C@H](Cn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C)O)O)O']",[-3.6800001  -3.64783298],0.88,-3.663916542,OC[C@@H]([C@@H]([C@@H](Cn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C)O)O)O
AUQXBIOKBXZSPG-UHFFFAOYSA-N,['N#CSc1ccc(cc1)Cl'],[-3.03916075],0.0,-3.039160748,N#CSc1ccc(cc1)Cl
AURFZBICLPNKBZ-UHFFFAOYSA-N,"['O[C@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C'
 'O[C@@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C'
 'O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C']",[-5.25809194 -5.09708187 -4.84414597],5.466666666666666,-5.066439927666667,O[C@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C
AUWINJMOPSMDNR-UHFFFAOYSA-N,['CCCCN1CC2CCC(C1)N2C(=O)CC'],[-2.36325596],0.0,-2.363255957,CCCCN1CC2CCC(C1)N2C(=O)CC
AUYYCJSJGJYCDS-UHFFFAOYSA-N,"['OC(=O)[C@@H](Cc1cc(I)c(c(c1)I)Oc1ccc(c(c1)I)O)N'
 'OC(=O)[C@H](Cc1cc(I)c(c(c1)I)Oc1ccc(c(c1)I)O)N']",[-5.2199998  -5.21608985],0.07,-5.218044824,OC(=O)[C@@H](Cc1cc(I)c(c(c1)I)Oc1ccc(c(c1)I)O)N
AUZONCFQVSMFAP-UHFFFAOYSA-N,['CCN(C(=S)SSC(=S)N(CC)CC)CC'],[-4.8600001],0.0,-4.8600001,CCN(C(=S)SSC(=S)N(CC)CC)CC
AUZQQIPZESHNMG-UHFFFAOYSA-N,['COc1cccc(c1O)C(=O)O'],[-2.0848695],0.0,-2.0848695,COc1cccc(c1O)C(=O)O
AVCQZLIKYAQLME-UHFFFAOYSA-N,['BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)Cl)CCBr'],[-7.2913331],0.0,-7.291333098,BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)Cl)CCBr
AVDLFIONKHGQAP-UHFFFAOYSA-N,['OC(=O)COc1ccc(cc1)[N+](=O)[O-]'],[-1.89823993],0.0,-1.898239932,OC(=O)COc1ccc(cc1)[N+](=O)[O-]
AVEUZYHDYBJRPU-UHFFFAOYSA-N,['CCOc1ccc(cc1)NC(=O)c1ccccc1O'],[-3.80082681],0.0,-3.8008268100000002,CCOc1ccc(cc1)NC(=O)c1ccccc1O
AVFGEQIITULSTD-UHFFFAOYSA-N,['CCC(=O)N1OCc2c(C1)ccc(c2)Cl'],[-3.01303356],0.0,-3.013033563,CCC(=O)N1OCc2c(C1)ccc(c2)Cl
AVJWTAOORQVSBO-UHFFFAOYSA-N,['CCCCCOc1ccc(cc1)/C=C/C(=O)NO'],[-3.81581472],0.0,-3.815814723,CCCCCOc1ccc(cc1)/C=C/C(=O)NO
AVKUERGKIZMTKX-UHFFFAOYSA-N,['N[C@H](c1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C'],[-1.53900774],0.0,-1.539007742,N[C@H](c1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C
AVMSWPWPYJVYKY-UHFFFAOYSA-N,['O=COCC(C)C'],[-1.01],0.0,-1.01,O=COCC(C)C
AVOLMBLBETYQHX-UHFFFAOYSA-N,['CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)O'],[-4.04914784],0.0,-4.049147842,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)O
AVQDABCAQFMRFT-UHFFFAOYSA-N,['ClCCN(C(=O)N[C@H]1CCCC[C@H]1Cl)N=O' 'ClCCN(C(=O)NC1CCCCC1Cl)N=O'],[-3.48749339 -3.48749339],0.0,-3.48749339,ClCCN(C(=O)N[C@H]1CCCC[C@H]1Cl)N=O
AVQQQNCBBIEMEU-UHFFFAOYSA-N,['CN(C(=O)N(C)C)C'],[0.94],0.0,0.94,CN(C(=O)N(C)C)C
AVSPYQKJZIZMFT-UHFFFAOYSA-N,['CCC(c1cccc2c1cccc2)(C(=O)N)CCN(C)C'],[-3.64979477],0.0,-3.649794771,CCC(c1cccc2c1cccc2)(C(=O)N)CCN(C)C
AVUYXHYHTTVPRX-UHFFFAOYSA-N,['CC1CN1P(=O)(N1CC1C)N1CC1C'],[-0.64950963],0.0,-0.649509631,CC1CN1P(=O)(N1CC1C)N1CC1C
AWAPQLQRGOLHTD-UHFFFAOYSA-N,['C1CCC2(CC1)OCCS2'],[-2.89833842],0.0,-2.898338422,C1CCC2(CC1)OCCS2
AWBOSXFRPFZLOP-UHFFFAOYSA-N,['c1ccc2c(c1)non2'],[-1.52171482],0.0,-1.521714821,c1ccc2c(c1)non2
AWDKLHCXDUACLM-UHFFFAOYSA-N,['COc1cc2c(cc1OC)CCN(C2CCc1ccc(cc1)[N+](=O)[O-])C'],[-4.62923905],0.0,-4.629239045,COc1cc2c(cc1OC)CCN(C2CCc1ccc(cc1)[N+](=O)[O-])C
AWIJPALBOQNRBS-UHFFFAOYSA-N,['COc1cnc2c(n1)cncn2'],[-1.14],0.0,-1.14,COc1cnc2c(n1)cncn2
AWJUIBRHMBBTKR-UHFFFAOYSA-N,['c1ccc2c(c1)cncc2'],[-1.45],0.0,-1.45,c1ccc2c(c1)cncc2
AWMVMTVKBNGEAK-UHFFFAOYSA-N,['O1C[C@H]1c1ccccc1'],[-1.6],0.0,-1.6,O1C[C@H]1c1ccccc1
AWOGXJOBNAWQSF-UHFFFAOYSA-N,['OC(COc1ccc(cc1C(=O)C)NC(=O)C)CNC(C)C'],[-2.25103727],0.0,-2.25103727,OC(COc1ccc(cc1C(=O)C)NC(=O)C)CNC(C)C
AXBXRPOZGNYKMV-UHFFFAOYSA-N,['CC1=CC(NC(C1)(C)C)(C)C'],[-1.71416261],0.0,-1.714162613,CC1=CC(NC(C1)(C)C)(C)C
